event_id,customer_id,event_date,event_type
103,1,2025-05-17,report_exported
104,1,2025-05-14,invoice_sent
105,1,2025-05-06,time_logged
106,1,2025-05-05,login
107,1,2025-05-08,report_exported
108,1,2025-05-09,report_exported
109,1,2025-05-23,task_assigned
110,1,2025-05-03,task_assigned
111,1,2025-05-06,time_logged
112,1,2025-05-04,project_created
113,1,2025-05-03,login
114,1,2025-05-18,invoice_sent
115,1,2025-05-01,login
116,1,2025-05-17,project_created
117,1,2025-05-04,login
118,1,2025-05-20,project_created
119,1,2025-05-03,login
120,1,2025-05-13,report_exported
121,1,2025-05-08,project_created
122,2,2024-02-24,time_logged
123,2,2024-02-15,invoice_sent
124,2,2024-02-05,task_assigned
125,2,2024-02-17,login
126,2,2024-02-01,time_logged
127,2,2024-02-22,time_logged
128,2,2024-02-28,invoice_sent
129,2,2024-02-28,project_created
130,2,2024-02-15,project_created
131,2,2024-02-09,task_assigned
132,2,2024-02-15,task_assigned
133,2,2024-02-23,time_logged
134,2,2024-02-06,report_exported
135,2,2024-02-20,report_exported
136,2,2024-03-21,invoice_sent
137,2,2024-03-21,report_exported
138,2,2024-03-14,report_exported
139,2,2024-03-21,task_assigned
140,2,2024-03-18,task_assigned
141,2,2024-03-12,project_created
142,2,2024-03-18,project_created
143,2,2024-03-26,login
144,2,2024-03-15,login
145,2,2024-03-12,invoice_sent
146,2,2024-03-09,invoice_sent
147,2,2024-03-10,login
148,2,2024-03-01,login
149,2,2024-03-27,task_assigned
150,2,2024-03-12,time_logged
151,2,2024-03-16,invoice_sent
152,2,2024-03-01,task_assigned
153,2,2024-03-16,report_exported
154,2,2024-03-10,invoice_sent
155,2,2024-03-25,time_logged
156,2,2024-03-26,invoice_sent
157,2,2024-03-20,invoice_sent
158,2,2024-03-26,login
159,2,2024-03-18,login
160,2,2024-03-07,project_created
161,2,2024-03-18,invoice_sent
162,2,2024-04-13,invoice_sent
163,2,2024-04-06,login
164,2,2024-04-24,task_assigned
165,2,2024-04-13,task_assigned
166,2,2024-04-08,project_created
167,2,2024-04-03,invoice_sent
168,2,2024-04-21,invoice_sent
169,2,2024-04-17,time_logged
170,2,2024-04-26,task_assigned
171,2,2024-04-22,task_assigned
172,2,2024-04-10,project_created
173,2,2024-04-24,task_assigned
174,2,2024-04-26,report_exported
175,2,2024-04-14,invoice_sent
176,2,2024-04-28,time_logged
177,2,2024-04-06,time_logged
178,2,2024-04-10,login
179,2,2024-04-21,time_logged
180,2,2024-04-20,project_created
181,2,2024-04-09,project_created
182,2,2024-04-20,task_assigned
183,2,2024-04-07,project_created
184,2,2024-04-01,project_created
185,2,2024-04-02,login
186,2,2024-04-01,report_exported
187,2,2024-05-04,login
188,2,2024-05-09,invoice_sent
189,2,2024-05-23,time_logged
190,2,2024-05-24,project_created
191,2,2024-05-08,time_logged
192,2,2024-05-05,time_logged
193,2,2024-05-16,time_logged
194,2,2024-05-11,time_logged
195,2,2024-05-10,project_created
196,2,2024-05-12,invoice_sent
197,2,2024-05-23,unknown
198,2,2024-05-11,login
199,2,2024-05-27,time_logged
200,2,2024-05-02,time_logged
201,2,2024-05-25,invoice_sent
202,2,2024-05-03,invoice_sent
203,2,2024-05-16,report_exported
204,2,2024-05-07,login
205,2,2024-05-27,invoice_sent
206,2,2024-05-27,invoice_sent
207,2,2024-05-04,login
208,2,2024-05-08,report_exported
209,2,2024-05-25,invoice_sent
210,2,2024-06-08,invoice_sent
211,2,2024-06-02,task_assigned
212,2,2024-06-15,login
213,2,2024-06-25,task_assigned
214,2,2024-06-17,login
215,2,2024-06-07,report_exported
216,2,2024-06-13,project_created
217,2,2024-06-10,report_exported
218,2,2024-06-06,invoice_sent
219,2,2024-06-24,report_exported
220,2,2024-06-24,login
221,2,2024-06-17,task_assigned
222,2,2024-06-09,login
223,2,2024-06-21,invoice_sent
224,2,2024-06-07,invoice_sent
225,2,2024-06-02,invoice_sent
226,2,2024-06-07,report_exported
227,2,2024-06-08,time_logged
228,2,2024-06-14,task_assigned
229,2,2024-06-01,invoice_sent
230,2,2024-06-26,login
231,2,2024-06-19,invoice_sent
232,2,2024-06-13,login
233,2,2024-06-01,login
234,2,2024-06-19,time_logged
235,2,2024-06-16,task_assigned
236,2,2024-07-20,report_exported
237,2,2024-07-12,time_logged
238,2,2024-07-08,login
239,2,2024-07-16,login
240,2,2024-07-22,login
241,2,2024-07-11,task_assigned
242,2,2024-07-02,task_assigned
243,2,2024-07-12,login
244,2,2024-07-05,task_assigned
245,2,2024-07-18,report_exported
246,2,2024-07-05,time_logged
247,2,2024-07-08,invoice_sent
248,2,2024-07-18,invoice_sent
249,2,2024-08-25,report_exported
250,2,2024-08-26,project_created
251,2,2024-08-24,project_created
252,2,2024-08-01,login
253,2,2024-08-13,report_exported
254,2,2024-08-24,project_created
255,2,2024-08-09,time_logged
256,2,2024-08-16,login
257,2,2024-08-15,report_exported
258,2,2024-08-10,task_assigned
259,2,2024-08-23,report_exported
260,2,2024-08-07,project_created
261,2,2024-08-06,task_assigned
262,2,2024-08-12,task_assigned
263,2,2024-08-24,invoice_sent
264,2,2024-08-09,project_created
265,2,2024-09-28,task_assigned
266,2,2024-09-06,report_exported
267,2,2024-09-17,time_logged
268,2,2024-09-15,time_logged
269,2,2024-09-27,invoice_sent
270,2,2024-09-18,invoice_sent
271,2,2024-09-15,client_invited
272,2,2024-09-25,time_logged
273,2,2024-09-17,task_assigned
274,2,2024-09-24,project_created
275,2,2024-09-01,login
276,2,2024-09-28,support_ticket_opened
277,2,2024-09-25,client_invited
278,2,2024-09-08,task_assigned
279,2,2024-09-24,project_created
280,2,2024-09-22,login
281,2,2024-10-27,task_assigned
282,2,2024-10-07,invoice_sent
283,2,2024-10-22,report_exported
284,2,2024-10-25,invoice_sent
285,2,2024-10-05,task_assigned
286,2,2024-10-10,report_exported
287,2,2024-10-14,project_created
288,2,2024-10-11,task_assigned
289,2,2024-10-04,time_logged
290,2,2024-10-22,task_assigned
291,2,2024-10-02,login
292,2,2024-10-06,login
293,2,2024-10-07,time_logged
294,2,2024-11-16,login
295,2,2024-11-04,team_member_invited
296,2,2024-11-19,time_logged
297,2,2024-11-27,report_exported
298,2,2024-11-22,project_created
299,2,2024-11-17,project_created
300,2,2024-11-23,support_ticket_opened
301,2,2024-11-09,task_assigned
302,2,2024-11-12,login
303,2,2024-11-20,login
304,2,2024-11-03,report_exported
305,2,2024-11-07,login
306,2,2024-11-16,task_assigned
307,2,2024-11-15,time_logged
308,2,2024-11-02,report_exported
309,2,2024-11-18,invoice_sent
310,2,2024-12-14,task_assigned
311,2,2024-12-26,project_created
312,2,2024-12-02,report_exported
313,2,2024-12-09,report_exported
314,2,2024-12-02,task_assigned
315,2,2024-12-03,task_assigned
316,2,2024-12-03,invoice_sent
317,2,2024-12-17,time_logged
318,2,2024-12-04,time_logged
319,2,2024-12-08,task_assigned
320,2,2024-12-13,report_exported
321,2,2024-12-07,time_logged
322,2,2025-01-22,task_assigned
323,2,2025-01-19,unknown
324,2,2025-01-06,task_assigned
325,2,2025-01-24,task_assigned
326,2,2025-01-14,report_exported
327,2,2025-01-04,report_exported
328,2,2025-01-19,task_assigned
329,2,2025-01-22,project_created
330,2,2025-01-23,project_created
331,2,2025-01-14,task_assigned
332,2,2025-01-06,login
333,2,2025-01-18,login
334,2,2025-01-17,project_created
335,2,2025-01-22,project_created
336,2,2025-01-18,login
337,2,2025-01-15,report_exported
338,2,2025-01-11,invoice_sent
339,2,2025-01-11,report_exported
340,2,2025-01-14,project_created
341,2,2025-01-14,report_exported
342,2,2025-01-11,report_exported
343,2,2025-01-08,task_assigned
344,2,2025-01-18,task_assigned
345,2,2025-01-13,login
346,2,2025-01-24,report_exported
347,2,2025-02-12,project_created
348,2,2025-02-15,project_created
349,2,2025-02-01,project_created
350,2,2025-02-02,task_assigned
351,2,2025-02-20,client_invited
352,2,2025-02-17,login
353,2,2025-02-10,login
354,2,2025-02-10,time_logged
355,2,2025-02-07,login
356,2,2025-02-01,invoice_sent
357,2,2025-02-27,task_assigned
358,2,2025-02-18,project_created
359,2,2025-02-18,task_assigned
360,2,2025-02-19,task_assigned
361,2,2025-02-04,login
362,2,2025-03-15,login
363,2,2025-03-05,invoice_sent
364,2,2025-03-09,time_logged
365,2,2025-03-19,project_created
366,2,2025-03-08,team_member_invited
367,2,2025-03-26,project_created
368,2,2025-03-03,client_invited
369,2,2025-03-13,support_ticket_opened
370,2,2025-03-07,report_exported
371,2,2025-03-03,task_assigned
372,2,2025-03-11,task_assigned
373,2,2025-04-06,invoice_sent
374,2,2025-04-27,project_created
375,2,2025-04-23,task_assigned
376,2,2025-04-27,report_exported
377,2,2025-04-20,team_member_invited
378,2,2025-04-10,report_exported
379,2,2025-04-24,login
380,2,2025-04-13,support_ticket_opened
381,2,2025-05-25,login
382,2,2025-05-25,login
383,2,2025-05-12,invoice_sent
384,2,2025-05-14,project_created
385,2,2025-05-28,time_logged
386,2,2025-05-24,login
387,2,2025-05-28,task_assigned
388,2,2025-05-01,report_exported
389,2,2025-05-25,task_assigned
390,2,2025-05-13,task_assigned
391,2,2025-05-10,login
392,2,2025-05-02,task_assigned
393,2,2025-06-18,project_created
394,2,2025-06-05,report_exported
395,2,2025-06-17,project_created
396,2,2025-06-08,report_exported
397,2,2025-06-02,time_logged
398,2,2025-06-24,task_assigned
399,2,2025-06-15,invoice_sent
400,2,2025-06-19,report_exported
401,2,2025-06-03,task_assigned
402,2,2025-06-14,time_logged
403,2,2025-07-26,invoice_sent
404,2,2025-07-05,invoice_sent
405,2,2025-07-11,login
406,2,2025-07-16,team_member_invited
407,2,2025-07-24,report_exported
408,2,2025-07-18,login
409,2,2025-07-09,project_created
410,2,2025-07-13,time_logged
411,2,2025-07-14,report_exported
412,2,2025-07-05,report_exported
413,2,2025-07-16,login
414,2,2025-07-07,support_ticket_opened
415,2,2025-07-13,project_created
416,2,2025-08-19,report_exported
417,2,2025-08-18,time_logged
418,2,2025-08-24,support_ticket_opened
419,2,2025-08-08,task_assigned
420,2,2025-08-03,time_logged
421,2,2025-08-25,invoice_sent
422,2,2025-09-11,project_created
423,2,2025-09-19,report_exported
424,2,2025-09-04,login
425,2,2025-09-14,task_assigned
426,2,2025-09-12,project_created
427,2,2025-09-07,client_invited
428,2,2025-09-12,project_created
429,2,2025-09-21,task_assigned
430,2,2025-09-25,login
431,2,2025-09-06,invoice_sent
432,2,2025-09-20,invoice_sent
433,2,2025-09-20,project_created
434,2,2025-10-15,team_member_invited
435,2,2025-10-27,login
436,2,2025-10-07,team_member_invited
437,2,2025-10-12,task_assigned
438,2,2025-10-25,time_logged
439,2,2025-10-28,task_assigned
440,2,2025-10-04,login
441,2,2025-10-02,report_exported
442,2,2025-10-20,time_logged
443,2,2025-10-28,login
444,2,2025-10-01,invoice_sent
445,2,2025-10-23,project_created
446,2,2025-10-10,login
447,2,2025-10-16,invoice_sent
448,2,2025-10-11,time_logged
449,2,2025-10-24,login
450,2,2025-10-07,report_exported
451,2,2025-10-18,time_logged
452,2,2025-10-25,task_assigned
453,2,2025-11-18,project_created
454,2,2025-11-20,project_created
455,2,2025-11-05,task_assigned
456,2,2025-11-23,support_ticket_opened
457,2,2025-11-01,task_assigned
458,2,2025-11-19,invoice_sent
459,2,2025-11-17,task_assigned
460,2,2025-11-09,login
461,2,2025-11-02,time_logged
462,2,2025-11-07,project_created
463,2,2025-11-20,report_exported
464,2,2025-11-02,client_invited
465,2,2025-11-21,project_created
466,2,2025-12-03,login
467,2,2025-12-22,project_created
468,2,2025-12-22,project_created
469,2,2025-12-12,task_assigned
470,2,2025-12-01,login
471,2,2025-12-28,invoice_sent
472,2,2025-12-13,report_exported
473,2,2025-12-13,login
474,2,2025-12-23,report_exported
475,2,2025-12-11,login
476,2,2025-12-28,invoice_sent
477,2,2025-12-18,task_assigned
478,2,2026-01-06,time_logged
479,2,2026-01-17,time_logged
480,2,2026-01-18,invoice_sent
481,2,2026-01-01,report_exported
482,2,2026-01-08,time_logged
483,2,2026-01-10,task_assigned
484,2,2026-01-16,invoice_sent
485,2,2026-01-24,invoice_sent
486,2,2026-01-01,login
487,2,2026-01-22,project_created
488,2,2026-01-12,project_created
489,2,2026-01-10,task_assigned
490,2,2026-01-17,team_member_invited
491,2,2026-01-26,invoice_sent
492,2,2026-02-21,team_member_invited
493,2,2026-02-13,invoice_sent
494,2,2026-02-18,time_logged
495,2,2026-02-08,client_invited
496,2,2026-02-11,login
497,2,2026-02-22,invoice_sent
498,2,2026-02-03,time_logged
499,2,2026-02-13,task_assigned
500,2,2026-02-22,report_exported
501,2,2026-02-28,task_assigned
502,2,2026-02-22,task_assigned
503,2,2026-02-14,time_logged
504,2,2026-03-19,time_logged
505,2,2026-03-14,time_logged
506,2,2026-03-20,invoice_sent
507,2,2026-03-15,project_created
508,2,2026-03-05,task_assigned
509,2,2026-03-21,login
510,2,2026-03-19,login
511,2,2026-03-22,unknown
512,2,2026-03-28,time_logged
513,2,2026-03-10,login
514,2,2026-03-23,task_assigned
515,2,2026-03-05,task_assigned
516,2,2026-03-25,client_invited
517,2,2026-03-21,time_logged
518,2,2026-04-06,task_assigned
519,2,2026-04-03,client_invited
520,2,2026-04-18,task_assigned
521,2,2026-04-04,task_assigned
522,2,2026-04-11,login
523,2,2026-04-24,login
524,2,2026-04-25,login
525,2,2026-04-14,project_created
526,2,2026-04-10,project_created
527,2,2026-04-24,invoice_sent
528,2,2026-04-24,report_exported
529,2,2026-05-05,project_created
530,2,2026-05-04,login
531,2,2026-05-06,time_logged
532,2,2026-05-25,time_logged
533,2,2026-05-20,task_assigned
534,2,2026-05-20,project_created
535,2,2026-05-20,support_ticket_opened
536,2,2026-05-20,login
537,2,2026-05-08,login
538,2,2026-05-01,task_assigned
539,2,2026-05-03,project_created
540,2,2026-05-25,task_assigned
541,2,2026-05-05,invoice_sent
542,2,2026-05-28,support_ticket_opened
543,2,2026-05-16,support_ticket_opened
544,2,2026-05-21,report_exported
545,2,2026-05-06,project_created
546,2,2026-06-16,project_created
547,2,2026-06-05,invoice_sent
548,2,2026-06-07,time_logged
549,2,2026-06-02,time_logged
550,2,2026-06-25,project_created
551,2,2026-06-09,time_logged
552,2,2026-06-08,project_created
553,2,2026-06-22,task_assigned
554,2,2026-06-25,login
555,2,2026-06-03,login
556,2,2026-06-15,time_logged
557,2,2026-06-16,task_assigned
558,2,2026-06-11,report_exported
559,2,2026-06-08,invoice_sent
560,2,2026-06-13,project_created
561,2,2026-06-20,login
562,2,2026-06-27,task_assigned
563,3,2024-10-24,invoice_sent
564,3,2024-10-13,project_created
565,3,2024-10-24,task_assigned
566,3,2024-10-20,report_exported
567,3,2024-10-17,report_exported
568,3,2024-10-23,report_exported
569,3,2024-10-17,time_logged
570,3,2024-10-15,login
571,3,2024-10-27,project_created
572,3,2024-10-08,login
573,3,2024-10-18,task_assigned
574,3,2024-10-24,invoice_sent
575,3,2024-10-18,time_logged
576,3,2024-10-17,invoice_sent
577,3,2024-10-02,task_assigned
578,3,2024-10-10,login
579,3,2024-10-13,project_created
580,3,2024-11-25,invoice_sent
581,3,2024-11-15,project_created
582,3,2024-11-14,time_logged
583,3,2024-11-20,invoice_sent
584,3,2024-11-23,time_logged
585,3,2024-11-05,task_assigned
586,3,2024-11-27,project_created
587,3,2024-11-15,task_assigned
588,3,2024-11-24,login
589,3,2024-11-04,task_assigned
590,3,2024-11-25,time_logged
591,3,2024-11-23,report_exported
592,3,2024-11-05,report_exported
593,3,2024-11-14,invoice_sent
594,3,2024-11-15,project_created
595,3,2024-11-06,time_logged
596,3,2024-11-19,project_created
597,3,2024-11-07,task_assigned
598,3,2024-11-03,invoice_sent
599,3,2024-11-11,invoice_sent
600,3,2024-12-21,task_assigned
601,3,2024-12-26,report_exported
602,3,2024-12-23,time_logged
603,3,2024-12-04,report_exported
604,3,2024-12-04,login
605,3,2024-12-15,report_exported
606,3,2024-12-12,report_exported
607,3,2024-12-17,login
608,3,2024-12-13,task_assigned
609,3,2024-12-26,task_assigned
610,3,2024-12-20,report_exported
611,3,2024-12-13,time_logged
612,3,2024-12-13,report_exported
613,3,2024-12-25,time_logged
614,3,2024-12-11,time_logged
615,3,2024-12-28,report_exported
616,3,2024-12-28,report_exported
617,3,2024-12-06,time_logged
618,3,2024-12-06,login
619,3,2024-12-02,task_assigned
620,3,2024-12-10,invoice_sent
621,3,2025-01-24,invoice_sent
622,3,2025-01-10,project_created
623,3,2025-01-06,report_exported
624,3,2025-01-05,login
625,3,2025-01-01,time_logged
626,3,2025-01-25,report_exported
627,3,2025-01-01,project_created
628,3,2025-01-16,project_created
629,3,2025-01-18,invoice_sent
630,3,2025-01-20,time_logged
631,3,2025-01-08,invoice_sent
632,3,2025-01-19,login
633,3,2025-01-16,report_exported
634,3,2025-01-14,invoice_sent
635,3,2025-01-03,invoice_sent
636,3,2025-01-20,report_exported
637,3,2025-01-08,login
638,3,2025-01-09,task_assigned
639,3,2025-01-21,report_exported
640,3,2025-01-27,task_assigned
641,3,2025-02-02,time_logged
642,3,2025-02-05,login
643,3,2025-02-21,login
644,3,2025-02-02,invoice_sent
645,3,2025-02-28,time_logged
646,3,2025-02-22,login
647,3,2025-02-27,report_exported
648,3,2025-02-10,task_assigned
649,3,2025-02-03,project_created
650,3,2025-02-04,login
651,3,2025-02-06,invoice_sent
652,3,2025-02-22,time_logged
653,3,2025-02-20,project_created
654,3,2025-02-23,task_assigned
655,3,2025-02-20,report_exported
656,3,2025-02-26,task_assigned
657,3,2025-02-06,task_assigned
658,3,2025-02-24,invoice_sent
659,3,2025-02-12,task_assigned
660,3,2025-02-03,time_logged
661,3,2025-02-11,invoice_sent
662,3,2025-02-13,invoice_sent
663,3,2025-02-25,login
664,3,2025-02-27,invoice_sent
665,3,2025-02-03,task_assigned
666,3,2025-02-16,project_created
667,3,2025-02-04,time_logged
668,3,2025-02-28,report_exported
669,3,2025-02-11,unknown
670,3,2025-02-14,report_exported
671,3,2025-02-07,report_exported
672,3,2025-02-07,report_exported
673,3,2025-02-02,report_exported
674,3,2025-03-19,login
675,3,2025-03-21,report_exported
676,3,2025-03-03,task_assigned
677,3,2025-03-24,project_created
678,3,2025-03-20,report_exported
679,3,2025-03-10,task_assigned
680,3,2025-03-20,invoice_sent
681,3,2025-03-09,invoice_sent
682,3,2025-03-19,task_assigned
683,3,2025-03-12,task_assigned
684,3,2025-03-20,login
685,3,2025-03-16,report_exported
686,3,2025-03-24,report_exported
687,3,2025-03-16,report_exported
688,3,2025-03-26,project_created
689,3,2025-03-20,time_logged
690,3,2025-03-23,time_logged
691,3,2025-03-07,project_created
692,3,2025-03-04,time_logged
693,3,2025-03-15,login
694,3,2025-03-26,task_assigned
695,3,2025-03-24,login
696,3,2025-04-26,time_logged
697,3,2025-04-14,report_exported
698,3,2025-04-02,project_created
699,3,2025-04-12,invoice_sent
700,3,2025-04-26,report_exported
701,3,2025-04-07,report_exported
702,3,2025-04-21,login
703,3,2025-04-23,time_logged
704,3,2025-04-09,invoice_sent
705,3,2025-04-10,time_logged
706,3,2025-04-17,invoice_sent
707,3,2025-04-11,task_assigned
708,3,2025-04-04,login
709,3,2025-04-11,task_assigned
710,3,2025-04-13,project_created
711,3,2025-04-19,task_assigned
712,3,2025-04-01,report_exported
713,3,2025-04-07,time_logged
714,3,2025-04-27,project_created
715,3,2025-04-22,project_created
716,3,2025-05-16,invoice_sent
717,3,2025-05-21,login
718,3,2025-05-16,time_logged
719,3,2025-05-21,time_logged
720,3,2025-05-28,project_created
721,3,2025-05-11,report_exported
722,3,2025-05-26,invoice_sent
723,3,2025-05-24,project_created
724,3,2025-05-27,time_logged
725,3,2025-05-10,report_exported
726,3,2025-05-24,report_exported
727,3,2025-05-11,task_assigned
728,3,2025-05-18,task_assigned
729,3,2025-05-07,time_logged
730,3,2025-05-22,report_exported
731,3,2025-05-26,project_created
732,3,2025-05-03,project_created
733,3,2025-05-09,login
734,3,2025-05-11,time_logged
735,3,2025-05-21,project_created
736,4,2025-10-27,report_exported
737,4,2025-10-19,time_logged
738,4,2025-10-13,report_exported
739,4,2025-10-20,time_logged
740,4,2025-10-28,login
741,4,2025-10-23,invoice_sent
742,4,2025-10-23,project_created
743,4,2025-10-09,time_logged
744,4,2025-10-03,invoice_sent
745,4,2025-10-08,invoice_sent
746,4,2025-10-15,project_created
747,4,2025-10-07,project_created
748,4,2025-10-10,report_exported
749,4,2025-10-04,time_logged
750,4,2025-10-26,invoice_sent
751,4,2025-10-25,login
752,4,2025-10-03,login
753,4,2025-10-17,invoice_sent
754,4,2025-10-26,time_logged
755,4,2025-10-17,invoice_sent
756,4,2025-10-07,login
757,4,2025-10-16,invoice_sent
758,4,2025-10-28,task_assigned
759,4,2025-10-10,report_exported
760,4,2025-10-05,project_created
761,4,2025-10-27,time_logged
762,4,2025-10-22,task_assigned
763,4,2025-10-07,login
764,4,2025-10-02,report_exported
765,4,2025-11-13,project_created
766,4,2025-11-28,report_exported
767,4,2025-11-04,report_exported
768,4,2025-11-10,login
769,4,2025-11-22,login
770,4,2025-11-28,task_assigned
771,4,2025-11-11,login
772,4,2025-11-02,invoice_sent
773,4,2025-11-17,login
774,4,2025-11-24,report_exported
775,4,2025-11-01,project_created
776,4,2025-11-25,report_exported
777,4,2025-11-21,project_created
778,4,2025-11-11,login
779,4,2025-11-07,time_logged
780,4,2025-11-09,invoice_sent
781,4,2025-11-11,task_assigned
782,4,2025-11-22,invoice_sent
783,4,2025-11-09,time_logged
784,4,2025-11-06,time_logged
785,4,2025-11-04,invoice_sent
786,4,2025-11-20,login
787,4,2025-11-17,task_assigned
788,4,2025-11-07,login
789,4,2025-11-12,report_exported
790,4,2025-11-11,report_exported
791,4,2025-12-05,invoice_sent
792,4,2025-12-26,task_assigned
793,4,2025-12-19,invoice_sent
794,4,2025-12-06,time_logged
795,4,2025-12-10,time_logged
796,4,2025-12-11,report_exported
797,4,2025-12-15,report_exported
798,4,2025-12-05,time_logged
799,4,2025-12-16,login
800,4,2025-12-02,task_assigned
801,4,2025-12-13,time_logged
802,4,2025-12-03,login
803,4,2025-12-13,invoice_sent
804,4,2025-12-23,login
805,4,2025-12-19,report_exported
806,4,2025-12-27,report_exported
807,4,2025-12-23,report_exported
808,4,2025-12-20,invoice_sent
809,4,2025-12-10,invoice_sent
810,4,2025-12-27,invoice_sent
811,4,2025-12-23,login
812,4,2025-12-26,unknown
813,4,2025-12-03,task_assigned
814,4,2025-12-19,invoice_sent
815,4,2025-12-03,login
816,4,2025-12-15,task_assigned
817,4,2026-01-15,time_logged
818,4,2026-01-22,invoice_sent
819,4,2026-01-23,report_exported
820,4,2026-01-16,invoice_sent
821,4,2026-01-08,login
822,4,2026-01-28,login
823,4,2026-01-09,report_exported
824,4,2026-01-13,invoice_sent
825,4,2026-01-23,time_logged
826,4,2026-01-11,task_assigned
827,4,2026-01-15,project_created
828,4,2026-01-01,invoice_sent
829,4,2026-01-16,login
830,4,2026-01-12,login
831,4,2026-01-15,invoice_sent
832,4,2026-01-10,login
833,4,2026-01-20,invoice_sent
834,4,2026-01-05,report_exported
835,4,2026-01-04,report_exported
836,4,2026-01-27,invoice_sent
837,4,2026-01-26,report_exported
838,4,2026-01-11,login
839,4,2026-01-21,report_exported
840,4,2026-01-26,login
841,4,2026-02-18,invoice_sent
842,4,2026-02-13,project_created
843,4,2026-02-14,report_exported
844,4,2026-02-20,time_logged
845,4,2026-02-18,team_member_invited
846,4,2026-02-16,login
847,4,2026-02-03,project_created
848,4,2026-02-07,invoice_sent
849,4,2026-02-19,task_assigned
850,4,2026-02-26,project_created
851,4,2026-02-19,client_invited
852,4,2026-03-18,project_created
853,4,2026-03-08,support_ticket_opened
854,4,2026-03-22,login
855,4,2026-03-03,report_exported
856,4,2026-03-23,task_assigned
857,4,2026-03-27,task_assigned
858,4,2026-03-04,invoice_sent
859,4,2026-03-20,task_assigned
860,4,2026-03-11,project_created
861,4,2026-03-04,report_exported
862,4,2026-03-06,project_created
863,4,2026-03-13,invoice_sent
864,4,2026-03-20,login
865,4,2026-04-22,time_logged
866,4,2026-04-25,task_assigned
867,4,2026-04-11,project_created
868,4,2026-04-21,project_created
869,4,2026-04-02,report_exported
870,4,2026-04-07,login
871,4,2026-04-19,login
872,4,2026-04-26,task_assigned
873,4,2026-04-25,login
874,4,2026-04-22,time_logged
875,4,2026-04-15,login
876,4,2026-04-10,task_assigned
877,4,2026-04-20,invoice_sent
